CHURN,Gender,Status,Children,EstIncome,CarOwner,Age,LongDistance,International,Local,Dropped,Paymethod,LocalBilltype,LongDistanceBilltype,Usage,RatePlan
"F","F","M",2,49745.300000,"N",47,2.840000,0.000000,24.440000,0,"CH","Budget","Intnl_discount",27,2
"F","F","M",2,88427.000000,"N",13,22.460000,4.160000,43.340000,0,"CC","Budget","Standard",69,3
"F","F","M",2,98003.700000,"Y",26,1.030000,0.000000,83.390000,0,"CC","FreeLocal","Intnl_discount",84,4
"T","M","S",0,89142.700000,"N",53,3.760000,8.130000,5.010000,0,"CC","Budget","Intnl_discount",16,1
"F","F","S",0,74530.800000,"N",63,20.890000,0.490000,106.500000,0,"Auto","FreeLocal","Intnl_discount",127,3
"T","F","S",0,30000.000000,"N",23,45.000000,0.000000,262.910000,0,"CC","Budget","Standard",265,1
"F","F","M",2,76289.200000,"N",48,22.200000,0.000000,82.430000,0,"CC","Budget","Intnl_discount",104,3
"T","M","M",1,66931.900000,"N",63,11.720000,0.390000,5.350000,0,"CC","Budget","Standard",17,4
"F","M","M",2,9309.570000,"Y",25,8.560000,0.000000,99.730000,0,"CC","FreeLocal","Standard",108,3
"T","F","M",1,14085.500000,"N",24,29.000000,0.000000,26.780000,0,"Auto","FreeLocal","Intnl_discount",48,2
"T","F","S",0,32962.600000,"N",24,45.000000,0.000000,154.770000,0,"CC","Budget","Intnl_discount",168,3
"T","F","S",0,35000.000000,"N",23,33.000000,0.000000,61.440000,0,"CC","Budget","Standard",65,1
"T","F","S",2,39000.000000,"N",22,28.000000,0.000000,35.730000,0,"Auto","Budget","Standard",41,1
"F","F","S",0,77726.400000,"N",56,14.000000,0.000000,9.510000,0,"Auto","Budget","Intnl_discount",23,1
"T","F","S",2,42000.000000,"N",19,25.770000,2.220000,38.180000,0,"CC","FreeLocal","Standard",62,3
"T","F","S",1,2800.680000,"N",45,28.450000,0.000000,106.300000,0,"CC","Budget","Standard",134,2
"F","F","M",2,90271.600000,"N",44,13.960000,0.000000,96.430000,0,"CC","FreeLocal","Standard",110,2
"F","F","M",2,64816.600000,"Y",31,21.000000,0.000000,6.870000,0,"CC","Budget","Standard",27,1
"F","F","M",2,98217.100000,"N",44,29.490000,0.000000,13.240000,0,"CC","FreeLocal","Standard",42,4
"T","F","S",1,2929.130000,"N",53,14.000000,0.000000,88.230000,0,"CH","Budget","Intnl_discount",102,4
"F","F","M",2,41876.600000,"Y",44,6.780000,0.000000,132.650000,0,"CC","FreeLocal","Standard",139,3
"T","M","M",0,96223.400000,"Y",64,11.810000,0.630000,5.730000,0,"CC","FreeLocal","Standard",18,1
"T","F","S",0,15989.300000,"N",61,3.670000,0.000000,25.490000,1,"CC","Budget","Intnl_discount",29,1
"T","M","M",0,69168.400000,"Y",62,14.160000,6.010000,214.730000,0,"CC","Budget","Standard",234,3
"F","M","M",1,92148.500000,"Y",30,7.000000,0.000000,100.900000,0,"CC","Budget","Intnl_discount",113,2
"F","M","M",0,96681.000000,"Y",19,8.000000,7.660000,40.920000,0,"CC","Budget","Standard",73,2
"F","M","S",0,62705.900000,"Y",38,9.000000,0.000000,6.810000,0,"CC","FreeLocal","Intnl_discount",33,2
"F","M","S",0,80221.200000,"N",29,7.000000,0.000000,49.560000,0,"Auto","FreeLocal","Standard",50,2
"F","M","S",0,84479.200000,"N",39,2.000000,0.000000,43.010000,0,"CC","FreeLocal","Standard",56,2
"F","F","M",2,64977.400000,"N",38,28.110000,0.000000,17.660000,0,"CC","FreeLocal","Standard",45,3
"T","F","M",0,77994.000000,"N",50,12.400000,0.000000,89.620000,0,"CH","FreeLocal","Standard",102,1
"F","M","M",2,90103.700000,"N",34,12.230000,8.870000,45.340000,0,"CC","Budget","Intnl_discount",66,2
"T","F","M",0,59008.400000,"Y",30,12.860000,0.000000,18.730000,0,"CC","Budget","Standard",31,1
"F","M","S",1,5265.350000,"N",52,2.330000,5.300000,23.460000,0,"Auto","Budget","Intnl_discount",31,2
"T","M","S",1,84978.100000,"N",21,5.030000,7.680000,76.070000,0,"CH","FreeLocal","Intnl_discount",88,1
"F","F","M",2,36647.900000,"N",49,21.410000,0.000000,85.960000,0,"CC","Budget","Intnl_discount",107,4
"T","F","S",0,64319.200000,"N",41,3.010000,0.000000,37.150000,0,"CH","Budget","Intnl_discount",40,1
"F","F","S",1,73338.000000,"N",48,20.920000,0.000000,9.010000,0,"Auto","Budget","Intnl_discount",29,2
"T","F","S",0,433.740000,"N",60,3.300000,0.000000,40.910000,0,"CC","FreeLocal","Standard",44,4
"F","F","M",2,16962.200000,"N",45,18.600000,0.000000,8.960000,0,"CC","Budget","Standard",27,2
"F","M","M",2,10708.300000,"N",26,20.830000,4.850000,117.260000,0,"CH","Budget","Intnl_discount",142,4
"T","F","M",0,2031.610000,"N",20,21.640000,0.000000,87.400000,0,"CC","Budget","Standard",109,4
"F","F","S",2,16938.500000,"N",46,13.350000,0.000000,8.760000,0,"CH","FreeLocal","Standard",22,4
"F","F","M",0,55221.000000,"N",61,0.490000,0.000000,15.200000,0,"CC","FreeLocal","Standard",15,1
"F","F","M",1,8073.110000,"N",55,28.700000,0.000000,60.350000,0,"Auto","FreeLocal","Standard",89,4
"F","M","M",0,95448.600000,"Y",53,24.240000,0.000000,5.210000,0,"CH","Budget","Standard",29,4
"T","M","S",1,24141.500000,"Y",17,28.820000,0.000000,97.050000,0,"CC","FreeLocal","Standard",125,2
"F","M","S",2,63152.600000,"Y",63,29.930000,0.000000,40.070000,0,"CC","Budget","Intnl_discount",70,2
"F","M","S",1,31952.000000,"N",34,0.000000,0.000000,4.870000,2,"CC","Budget","Standard",4,2
"F","M","S",2,72084.700000,"N",55,29.110000,0.000000,9.020000,0,"CC","Budget","Intnl_discount",38,2
"F","F","S",0,42760.500000,"N",52,13.470000,0.000000,40.230000,0,"CC","Budget","Standard",53,1
"F","F","S",1,49072.000000,"N",42,23.500000,0.000000,10.740000,0,"Auto","Budget","Intnl_discount",34,2
"F","F","M",0,27371.800000,"Y",43,16.140000,0.000000,126.550000,0,"CC","FreeLocal","Standard",142,2
"T","M","M",1,71472.900000,"N",41,16.020000,0.000000,114.200000,0,"CH","Budget","Standard",130,2
"F","F","M",0,95405.700000,"N",55,7.740000,0.000000,6.210000,0,"CC","Budget","Standard",13,1
"F","F","S",0,95786.800000,"Y",52,21.330000,0.000000,87.460000,0,"CC","Budget","Standard",108,4
"T","M","S",0,90321.600000,"N",55,0.870000,0.000000,11.520000,0,"CH","FreeLocal","Intnl_discount",12,1
"T","M","D",1,90478.600000,"N",54,18.020000,0.000000,136.470000,0,"CC","FreeLocal","Standard",154,1
"F","F","M",2,56187.000000,"N",46,8.090000,0.000000,13.740000,0,"CH","Budget","Standard",21,2
"T","F","S",1,35089.000000,"N",24,23.560000,0.000000,206.080000,0,"CC","Budget","Intnl_discount",229,4
"F","M","M",0,9780.660000,"N",24,2.800000,7.270000,11.320000,1,"CC","FreeLocal","Standard",21,2
"F","M","M",2,53010.800000,"N",18,12.450000,0.000000,46.420000,4,"CC","FreeLocal","Standard",58,2
"F","M","M",1,75004.500000,"N",64,26.520000,0.000000,32.190000,0,"CC","Budget","Intnl_discount",58,2
"F","M","M",0,19749.300000,"N",60,20.220000,0.000000,13.940000,0,"CC","Budget","Standard",34,1
"F","M","S",1,57626.900000,"Y",43,9.380000,0.000000,38.960000,0,"CC","Budget","Standard",48,3
"F","M","M",2,20078.000000,"N",32,9.650000,0.000000,6.330000,0,"CC","Budget","Intnl_discount",15,4
"F","F","M",2,47902.000000,"N",26,17.440000,4.940000,49.920000,1,"Auto","FreeLocal","Standard",72,3
"T","M","M",1,7545.960000,"Y",16,22.390000,0.000000,178.360000,0,"CC","Budget","Standard",200,4
"T","M","S",2,89459.900000,"N",53,11.540000,1.610000,22.900000,0,"CC","FreeLocal","Standard",36,2
"T","F","S",1,13576.500000,"N",39,14.830000,0.000000,25.660000,0,"CC","Budget","Standard",40,3
"F","F","M",2,42031.800000,"N",50,20.450000,0.000000,39.330000,0,"CH","Budget","Intnl_discount",59,2
"T","M","S",2,43634.500000,"N",21,29.440000,9.420000,104.640000,0,"CC","Budget","Standard",143,4
"T","F","S",1,13109.100000,"N",62,22.380000,0.000000,40.480000,0,"Auto","Budget","Standard",62,3
"T","M","S",1,92647.500000,"N",56,16.040000,5.740000,10.340000,0,"CC","Budget","Standard",32,1
"F","M","S",2,21021.600000,"Y",62,3.000000,0.000000,11.190000,0,"CC","Budget","Standard",14,2
"T","M","S",0,74460.700000,"Y",55,25.530000,0.990000,179.930000,0,"CC","FreeLocal","Standard",206,3
"T","F","S",2,28787.400000,"N",41,27.970000,0.000000,58.090000,0,"Auto","Budget","Standard",86,3
"F","M","M",1,13091.600000,"N",59,22.790000,0.000000,20.260000,0,"CC","Budget","Intnl_discount",43,1
"F","F","M",2,62061.800000,"Y",45,29.860000,0.000000,52.220000,0,"Auto","FreeLocal","Standard",82,1
"T","F","M",1,20550.900000,"Y",22,27.720000,0.860000,57.060000,0,"CC","Budget","Standard",85,3
"F","M","M",2,1765.410000,"N",18,3.040000,0.000000,44.950000,0,"CC","FreeLocal","Standard",47,1
"T","F","S",2,19131.100000,"N",56,22.150000,0.000000,34.910000,0,"Auto","Budget","Standard",57,4
"F","M","M",0,47870.800000,"Y",27,0.000000,1.170000,12.480000,0,"CC","FreeLocal","Standard",13,2
"F","F","S",2,6440.460000,"Y",48,22.660000,0.000000,27.200000,0,"CH","Budget","Standard",49,2
"F","M","M",2,28766.900000,"N",46,6.110000,0.000000,58.080000,0,"CC","Budget","Standard",64,3
"F","M","M",1,5252.290000,"N",16,2.650000,0.000000,17.080000,1,"Auto","Budget","Standard",19,2
"F","M","M",2,91272.200000,"Y",25,26.990000,0.000000,13.010000,0,"CC","FreeLocal","Standard",40,3
"F","F","S",0,73228.300000,"N",52,22.470000,0.000000,28.110000,0,"Auto","Budget","Standard",50,2
"T","M","M",1,64792.300000,"N",52,13.050000,1.510000,36.840000,0,"CH","FreeLocal","Standard",51,2
"T","F","S",0,93322.100000,"Y",40,29.920000,0.000000,8.790000,0,"CH","Budget","Intnl_discount",38,1
"F","M","M",2,49910.700000,"Y",51,27.420000,0.000000,23.720000,0,"CC","Budget","Standard",51,1
"T","M","M",1,76161.400000,"Y",44,11.960000,0.000000,25.580000,0,"CC","FreeLocal","Standard",37,3
"F","F","M",2,55860.000000,"Y",14,16.010000,0.000000,10.350000,0,"CC","FreeLocal","Intnl_discount",26,4
"F","M","M",2,57360.800000,"Y",53,10.360000,0.000000,57.250000,0,"CC","FreeLocal","Standard",67,4
"T","M","M",0,92414.700000,"Y",45,29.430000,0.000000,10.620000,0,"CC","FreeLocal","Standard",40,3
"T","F","S",2,14578.800000,"Y",60,11.910000,0.000000,95.100000,0,"Auto","Budget","Standard",107,1
"F","F","M",2,87578.200000,"Y",53,0.290000,0.000000,22.150000,0,"CC","Budget","Standard",22,2
"F","F","M",2,86695.400000,"N",13,25.940000,0.000000,32.090000,0,"CC","FreeLocal","Standard",58,1
"F","F","M",0,83287.000000,"N",41,29.640000,0.000000,90.180000,4,"Auto","FreeLocal","Intnl_discount",119,1
"F","M","M",1,2067.820000,"N",47,15.250000,0.000000,70.650000,0,"CC","Budget","Intnl_discount",85,1
"F","M","M",2,30665.200000,"Y",22,5.830000,8.320000,63.280000,0,"Auto","FreeLocal","Standard",77,1
"F","F","M",1,83287.000000,"Y",47,6.080000,0.000000,30.950000,0,"Auto","FreeLocal","Intnl_discount",37,1
"F","F","M",1,98680.400000,"Y",42,17.580000,0.000000,8.850000,0,"CH","FreeLocal","Intnl_discount",26,4
"T","M","M",0,65619.700000,"Y",46,13.560000,0.000000,144.660000,0,"CC","Budget","Standard",158,2
"F","F","M",1,95620.300000,"Y",43,10.910000,0.000000,93.610000,0,"CC","Budget","Standard",104,1
"F","F","S",0,85275.000000,"N",47,22.480000,0.000000,151.610000,0,"Auto","FreeLocal","Intnl_discount",174,1
"F","F","M",1,66921.400000,"Y",62,15.700000,0.000000,8.970000,0,"CC","FreeLocal","Intnl_discount",24,1
"F","F","M",1,98453.600000,"Y",41,13.720000,0.000000,11.650000,0,"Auto","FreeLocal","Standard",25,3
"F","F","S",2,57420.000000,"Y",46,25.180000,0.000000,252.530000,1,"Auto","Budget","Standard",277,1
"T","M","M",0,66000.000000,"N",46,3.930000,3.730000,26.690000,1,"CH","FreeLocal","Standard",34,4
"F","M","M",2,47639.100000,"N",48,17.480000,0.000000,39.620000,0,"CC","Budget","Intnl_discount",57,1
"T","F","S",0,39461.000000,"N",22,22.870000,0.280000,103.520000,1,"CC","FreeLocal","Standard",126,4
"F","M","M",1,47371.000000,"Y",54,4.980000,7.690000,258.290000,0,"CC","Budget","Intnl_discount",270,4
"T","M","S",1,16432.100000,"Y",20,20.410000,8.890000,80.470000,0,"CH","Budget","Intnl_discount",109,2
"T","F","S",1,540.400000,"Y",39,12.340000,0.000000,7.750000,0,"Auto","Budget","Intnl_discount",20,2
"F","F","M",2,80087.700000,"N",41,8.740000,0.000000,22.820000,0,"CC","FreeLocal","Standard",31,2
"F","F","M",2,59691.300000,"N",38,21.940000,0.000000,256.700000,0,"CC","Budget","Standard",278,2
"T","F","S",2,11251.100000,"Y",52,28.420000,0.000000,113.480000,0,"CC","FreeLocal","Standard",141,4
"F","F","S",2,93559.100000,"N",57,1.520000,0.000000,29.900000,0,"CC","Budget","Standard",31,4
"T","F","S",2,3416.620000,"Y",22,18.970000,0.000000,104.730000,0,"CC","Budget","Standard",123,2
"F","F","S",0,93454.300000,"Y",48,18.940000,0.000000,25.180000,0,"Auto","FreeLocal","Standard",44,1
"T","M","M",0,5745.000000,"Y",15,26.400000,0.000000,17.710000,0,"CC","FreeLocal","Standard",44,2
"F","M","S",2,60095.200000,"Y",23,1.710000,0.000000,116.140000,0,"Auto","Budget","Standard",117,2
"T","F","M",1,6946.070000,"N",20,33.000000,0.000000,8.840000,0,"CH","FreeLocal","Standard",34,3
"F","F","M",2,11234.700000,"Y",49,0.690000,0.000000,112.720000,0,"CC","Budget","Standard",113,1
"F","M","M",0,12387.600000,"N",56,0.000000,0.000000,65.930000,0,"Auto","FreeLocal","Standard",93,2
"F","F","M",1,82931.300000,"N",64,19.240000,0.000000,118.000000,0,"Auto","FreeLocal","Standard",137,4
"F","F","M",2,57483.900000,"N",44,17.010000,0.000000,27.290000,0,"CH","Budget","Standard",44,3
"T","F","S",2,21274.000000,"N",45,10.870000,0.000000,32.430000,0,"Auto","FreeLocal","Standard",43,1
"F","F","M",2,28267.000000,"N",30,21.870000,0.000000,192.530000,0,"CC","FreeLocal","Standard",214,4
"F","F","M",2,36725.100000,"N",55,8.650000,9.220000,77.000000,0,"CH","Budget","Standard",94,4
"T","M","S",1,94188.300000,"N",57,20.860000,0.860000,19.780000,0,"CC","Budget","Standard",41,4
"F","F","M",2,91861.000000,"Y",41,15.320000,0.000000,6.740000,0,"CC","Budget","Standard",22,4
"T","F","S",1,12374.900000,"Y",33,17.490000,0.000000,106.100000,0,"Auto","FreeLocal","Standard",123,3
"T","F","M",2,69133.900000,"Y",26,8.580000,0.000000,37.730000,0,"CH","FreeLocal","Standard",46,1
"F","F","M",2,84948.000000,"Y",29,11.140000,0.000000,12.580000,0,"CH","FreeLocal","Intnl_discount",23,1
"F","F","M",2,30998.800000,"N",40,2.400000,0.000000,50.500000,0,"Auto","Budget","Standard",52,1
"F","M","S",0,15924.200000,"N",14,0.000000,0.000000,1.460000,0,"CH","FreeLocal","Standard",1,2
"F","M","M",2,21416.500000,"N",35,9.900000,9.170000,8.530000,0,"CC","FreeLocal","Intnl_discount",27,4
"F","M","M",2,78554.200000,"N",16,5.590000,7.260000,23.030000,0,"Auto","Budget","Standard",35,3
"F","F","M",2,38215.900000,"N",30,0.000000,0.000000,0.970000,0,"Auto","Budget","Standard",0,4
"T","F","M",1,13829.400000,"N",21,35.000000,0.000000,160.420000,0,"CC","FreeLocal","Standard",176,1
"F","F","M",2,49745.300000,"N",47,2.840000,0.000000,24.440000,0,"CH","Budget","Intnl_discount",27,4
"F","F","M",2,88427.000000,"N",13,22.460000,4.160000,43.340000,0,"CC","Budget","Standard",69,3
"F","F","M",2,98003.700000,"Y",26,1.030000,0.000000,83.390000,0,"CC","FreeLocal","Intnl_discount",84,4
"T","M","S",0,89142.700000,"N",53,3.760000,8.130000,5.010000,0,"CC","Budget","Intnl_discount",16,3
"F","F","S",0,74530.800000,"N",63,20.890000,0.490000,106.500000,0,"Auto","FreeLocal","Intnl_discount",127,4
"T","F","S",0,38000.000000,"N",24,39.000000,0.000000,262.910000,0,"CC","Budget","Standard",265,3
"F","F","M",2,76289.200000,"N",48,22.200000,0.000000,82.430000,0,"CC","Budget","Intnl_discount",104,4
"T","M","M",1,66931.900000,"N",63,11.720000,0.390000,5.350000,0,"CC","Budget","Standard",17,1
"F","M","M",2,9309.570000,"Y",25,8.560000,0.000000,99.730000,0,"CC","FreeLocal","Standard",108,1
"T","F","M",1,32962.600000,"N",23,59.000000,0.000000,26.780000,0,"Auto","FreeLocal","Intnl_discount",48,1
"T","F","S",0,42000.000000,"N",24,43.000000,0.000000,154.770000,0,"CC","Budget","Intnl_discount",168,4
"T","F","S",0,43000.000000,"N",21,42.000000,0.000000,61.440000,0,"CC","Budget","Standard",65,3
"T","F","S",2,42000.000000,"N",22,45.000000,0.000000,35.730000,0,"Auto","Budget","Standard",41,3
"F","F","S",0,77726.400000,"N",56,14.000000,0.000000,9.510000,0,"Auto","Budget","Intnl_discount",23,2
"T","F","S",2,37000.000000,"N",23,29.000000,2.220000,38.180000,0,"CC","FreeLocal","Standard",62,3
"T","F","S",1,2800.680000,"N",45,28.450000,0.000000,106.300000,0,"CC","Budget","Standard",134,4
"F","F","M",2,90271.600000,"N",44,13.960000,0.000000,96.430000,0,"CC","FreeLocal","Standard",110,3
"F","F","M",2,64816.600000,"Y",31,21.000000,0.000000,6.870000,0,"CC","Budget","Standard",27,4
"F","F","M",2,98217.100000,"N",44,29.490000,0.000000,13.240000,0,"CC","FreeLocal","Standard",42,3
"T","F","S",0,15989.300000,"N",61,3.670000,0.000000,25.490000,1,"CC","Budget","Intnl_discount",29,2
"F","M","M",1,92148.500000,"Y",28,4.000000,0.000000,100.900000,0,"CC","Budget","Intnl_discount",113,2
"F","M","M",0,96681.000000,"Y",19,5.000000,7.660000,40.920000,0,"CC","Budget","Standard",73,2
"F","M","S",0,62705.900000,"Y",33,7.000000,0.000000,6.810000,0,"CC","FreeLocal","Intnl_discount",33,2
"F","M","S",0,80221.200000,"N",29,0.910000,0.000000,49.560000,0,"Auto","FreeLocal","Standard",50,2
"F","M","S",0,84479.200000,"N",33,9.000000,0.000000,43.010000,0,"CC","FreeLocal","Standard",56,2
"T","M","S",1,84978.100000,"N",21,5.030000,7.680000,76.070000,0,"CH","FreeLocal","Intnl_discount",88,1
"T","F","M",2,36647.900000,"N",49,21.410000,0.000000,85.960000,0,"CC","Budget","Intnl_discount",107,1
"T","F","S",0,64319.200000,"N",41,3.010000,0.000000,37.150000,0,"CH","Budget","Intnl_discount",40,1
"F","F","S",1,73338.000000,"N",48,20.920000,0.000000,9.010000,0,"Auto","Budget","Intnl_discount",29,4
"T","F","S",0,433.740000,"N",60,3.300000,0.000000,40.910000,0,"CC","FreeLocal","Standard",44,2
"F","F","M",2,16962.200000,"N",45,18.600000,0.000000,8.960000,0,"CC","Budget","Standard",27,1
"F","M","M",2,10708.300000,"N",26,20.830000,4.850000,117.260000,0,"CH","Budget","Intnl_discount",142,4
"T","F","M",0,2031.610000,"N",20,21.640000,0.000000,87.400000,0,"CC","Budget","Standard",109,2
"F","F","S",2,16938.500000,"N",70,13.350000,0.000000,8.760000,0,"CH","FreeLocal","Standard",22,1
"F","F","M",0,55221.000000,"N",55,0.490000,0.000000,15.200000,0,"CC","FreeLocal","Standard",15,1
"F","F","M",1,8073.110000,"N",52,28.700000,0.000000,60.350000,0,"Auto","FreeLocal","Standard",89,2
"F","M","M",1,95448.600000,"Y",53,24.240000,0.000000,5.210000,0,"CH","Budget","Standard",29,4
"T","M","S",1,24141.500000,"Y",17,28.820000,0.000000,97.050000,0,"CC","FreeLocal","Standard",125,1
"F","M","S",2,63152.600000,"Y",63,29.930000,0.000000,40.070000,0,"CC","Budget","Intnl_discount",70,3
"F","M","S",2,72084.700000,"N",55,29.110000,0.000000,9.020000,0,"CC","Budget","Intnl_discount",38,3
"F","F","S",0,42760.500000,"N",42,13.470000,0.000000,40.230000,0,"CC","Budget","Standard",53,2
"F","F","S",1,49072.000000,"N",43,23.500000,0.000000,10.740000,0,"Auto","Budget","Intnl_discount",34,3
"F","F","M",0,27371.800000,"Y",46,16.140000,0.000000,126.550000,0,"CC","FreeLocal","Standard",142,4
"T","M","M",0,71472.900000,"N",41,16.020000,0.000000,114.200000,0,"CH","Budget","Standard",130,3
"F","F","M",0,95405.700000,"N",46,7.740000,0.000000,6.210000,0,"CC","Budget","Standard",13,2
"F","F","S",0,95786.800000,"Y",47,21.330000,0.000000,87.460000,0,"CC","Budget","Standard",108,3
"T","M","S",0,90321.600000,"N",55,0.870000,0.000000,11.520000,0,"CH","FreeLocal","Intnl_discount",12,4
"T","M","S",0,90478.600000,"N",54,18.020000,0.000000,136.470000,0,"CC","FreeLocal","Standard",154,3
"F","F","M",2,56187.000000,"N",48,8.090000,0.000000,13.740000,0,"CH","Budget","Standard",21,2
"T","F","S",1,32098.000000,"N",24,23.560000,0.000000,206.080000,0,"CC","Budget","Intnl_discount",229,1
"F","M","M",2,53010.800000,"N",18,12.450000,0.000000,46.420000,4,"CC","FreeLocal","Standard",58,1
"F","M","M",1,75004.500000,"N",64,26.520000,0.000000,32.190000,0,"CC","Budget","Intnl_discount",58,4
"F","M","M",0,19749.300000,"N",60,20.220000,0.000000,13.940000,0,"CC","Budget","Standard",34,4
"F","M","S",1,57626.900000,"Y",43,9.380000,0.000000,38.960000,0,"CC","Budget","Standard",48,3
"F","M","M",2,20078.000000,"N",32,9.650000,0.000000,6.330000,0,"CC","Budget","Intnl_discount",15,1
"F","F","M",2,47902.000000,"N",26,17.440000,4.940000,49.920000,1,"Auto","FreeLocal","Standard",72,3
"T","M","M",1,7545.960000,"Y",16,22.390000,0.000000,178.360000,0,"CC","Budget","Standard",200,1
"T","M","S",2,89459.900000,"N",53,11.540000,1.610000,22.900000,0,"CC","FreeLocal","Standard",36,4
"T","F","S",1,13576.500000,"N",39,14.830000,0.000000,25.660000,0,"CC","Budget","Standard",40,1
"F","F","M",2,42031.800000,"N",50,20.450000,0.000000,39.330000,0,"CH","Budget","Intnl_discount",59,2
"T","M","S",2,43634.500000,"N",21,29.440000,9.420000,104.640000,0,"CC","Budget","Standard",143,3
"T","F","S",1,13109.100000,"N",62,22.380000,0.000000,40.480000,0,"Auto","Budget","Standard",62,2
"T","M","S",1,92647.500000,"N",56,16.040000,5.740000,10.340000,0,"CC","Budget","Standard",32,4
"T","F","S",2,21021.600000,"Y",62,3.750000,0.000000,11.190000,0,"CC","Budget","Standard",14,3
"T","M","S",0,74460.700000,"Y",55,25.530000,0.990000,179.930000,0,"CC","FreeLocal","Standard",206,1
"T","F","S",2,28787.400000,"N",41,27.970000,0.000000,58.090000,0,"Auto","Budget","Standard",86,1
"F","M","M",1,13091.600000,"N",59,22.790000,0.000000,20.260000,0,"CC","Budget","Intnl_discount",43,4
"F","F","M",2,62061.800000,"Y",45,29.860000,0.000000,52.220000,0,"Auto","FreeLocal","Standard",82,2
"T","F","M",1,20550.900000,"Y",22,27.720000,0.860000,57.060000,0,"CC","Budget","Standard",85,1
"F","M","M",2,1765.410000,"N",18,3.040000,0.000000,44.950000,0,"CC","FreeLocal","Standard",47,4
"T","F","S",2,19131.100000,"N",56,22.150000,0.000000,34.910000,0,"Auto","Budget","Standard",57,3
"T","M","S",2,43634.500000,"N",21,29.440000,9.420000,104.640000,0,"CC","Budget","Standard",143,1
"T","F","S",1,13109.100000,"N",62,22.380000,0.000000,40.480000,0,"Auto","Budget","Standard",62,2
"T","M","S",1,92647.500000,"N",56,16.040000,5.740000,10.340000,0,"CC","Budget","Standard",32,1
"T","F","S",2,21021.600000,"Y",62,3.750000,0.000000,11.190000,0,"CC","Budget","Standard",14,4
"T","M","S",0,74460.700000,"Y",55,25.530000,0.990000,179.930000,0,"CC","FreeLocal","Standard",206,3
"T","F","S",2,28787.400000,"N",41,27.970000,0.000000,58.090000,0,"Auto","Budget","Standard",86,4
"F","M","M",1,13091.600000,"N",59,22.790000,0.000000,20.260000,0,"CC","Budget","Intnl_discount",43,2
"F","F","M",2,62061.800000,"Y",45,29.860000,0.000000,52.220000,0,"Auto","FreeLocal","Standard",82,4
"T","F","M",1,20550.900000,"Y",22,27.720000,0.860000,57.060000,0,"CC","Budget","Standard",85,4
"F","M","M",2,1765.410000,"N",18,3.040000,0.000000,44.950000,0,"CC","FreeLocal","Standard",47,4
"T","F","S",2,19131.100000,"N",56,22.150000,0.000000,34.910000,0,"Auto","Budget","Standard",57,4
"F","F","S",2,6440.460000,"Y",41,22.660000,0.000000,27.200000,0,"CH","Budget","Standard",49,4
"F","M","M",1,63900.900000,"N",28,8.360000,0.000000,39.040000,0,"CC","Budget","Standard",47,2
"F","M","M",2,28766.900000,"N",46,6.110000,0.000000,58.080000,0,"CC","Budget","Standard",64,1
"F","M","S",0,72928.200000,"N",38,7.450000,0.000000,196.220000,0,"CC","Budget","Standard",203,2
"F","M","M",2,91272.200000,"Y",25,26.990000,0.000000,13.010000,0,"CC","FreeLocal","Standard",40,2
"F","F","S",0,73228.300000,"N",43,22.470000,0.000000,28.110000,0,"Auto","Budget","Standard",50,2
"T","M","M",1,64792.300000,"N",52,13.050000,1.510000,36.840000,0,"CH","FreeLocal","Standard",51,4
"T","F","S",0,93322.100000,"Y",40,29.920000,0.000000,8.790000,0,"CH","Budget","Intnl_discount",38,1
"F","M","M",2,49910.700000,"Y",51,27.420000,0.000000,23.720000,0,"CC","Budget","Standard",51,3
"T","M","M",0,76161.400000,"Y",44,11.960000,0.000000,25.580000,0,"CC","FreeLocal","Standard",37,1
"F","F","M",2,55860.000000,"Y",14,16.010000,0.000000,10.350000,0,"CC","FreeLocal","Intnl_discount",26,1
"F","M","M",2,57360.800000,"Y",53,10.360000,0.000000,57.250000,0,"CC","FreeLocal","Standard",67,1
"T","M","M",0,92414.700000,"Y",45,29.430000,0.000000,10.620000,0,"CC","FreeLocal","Standard",40,3
"T","F","S",2,14578.800000,"Y",60,11.910000,0.000000,95.100000,0,"Auto","Budget","Standard",107,2
"F","F","M",2,87578.200000,"Y",53,0.290000,0.000000,22.150000,0,"CC","Budget","Standard",22,3
"F","F","M",2,86695.400000,"N",13,25.940000,0.000000,32.090000,0,"CC","FreeLocal","Standard",58,1
"F","F","M",0,77000.000000,"N",42,29.640000,0.000000,90.180000,4,"Auto","FreeLocal","Intnl_discount",119,2
"F","M","M",1,2067.820000,"N",47,15.250000,0.000000,70.650000,0,"CC","Budget","Intnl_discount",85,4
"F","M","M",2,30665.200000,"Y",22,5.830000,8.320000,63.280000,0,"Auto","FreeLocal","Standard",77,1
"F","F","M",1,83287.000000,"Y",52,6.080000,0.000000,30.950000,0,"Auto","FreeLocal","Intnl_discount",37,1
"F","F","M",1,98680.400000,"Y",48,17.580000,0.000000,8.850000,0,"CH","FreeLocal","Intnl_discount",26,3
"T","M","M",1,65619.700000,"Y",52,13.560000,0.000000,144.660000,0,"CC","Budget","Standard",158,2
"F","F","M",1,95620.300000,"Y",52,10.910000,0.000000,93.610000,0,"CC","Budget","Standard",104,3
"F","F","S",0,85275.000000,"N",62,22.480000,0.000000,151.610000,0,"Auto","FreeLocal","Intnl_discount",174,1
